date,agriculture,airport,apartment,architect,atm,bank,bankruptcy,beach,budget,building_materials,bus,business_registration,car,central_bank,clothing,construction,consumer_confidence,cost_of_living,credit_card,crop,currency_depreciation,debt,drought,electricity_consumption,entrepreneurship,exchange_rate,export,farming,fertilizer,finance_company,flight,food_delivery,food_price,foreign_employment,foreign_investment,fuel,furniture,gas_price,gold_price,government_jobs,grocery,harvest,holiday,hotel,hotel_occupancy,house_for_sale,housing_loan,imf,import
2023-09-01,55,32,67,22,71,73,0,58,22,19,75,35,54,9,64,37,0,23,45,72,0,32,33,43,30,37,31,24,40,30,31,4,80,34,21,2,45,86,24,12,7,25,50,70,0,45,31,16,32
2023-10-01,52,31,69,16,67,73,18,48,19,36,76,32,47,10,63,36,0,22,43,73,0,35,23,35,29,33,31,22,39,27,27,5,74,34,26,2,45,88,27,10,7,19,35,63,0,45,27,17,31
2023-11-01,55,28,65,18,76,76,0,59,31,28,76,33,49,8,79,37,0,25,56,77,0,28,29,41,31,34,31,26,38,27,28,4,83,37,36,2,53,88,26,9,8,24,40,66,0,50,27,14,30
2023-12-01,68,33,82,19,85,79,19,76,25,28,80,25,59,8,86,35,0,23,75,82,0,29,30,62,23,32,31,22,37,21,40,6,91,38,23,2,64,87,31,9,8,21,53,84,0,49,31,20,28
2024-01-01,66,35,79,20,86,76,0,76,24,30,83,52,57,8,72,40,0,23,43,75,0,36,22,35,24,34,35,25,41,30,36,5,83,36,0,2,50,84,28,9,7,25,56,81,0,51,37,16,35
2024-02-01,62,35,73,21,80,77,0,72,21,32,78,35,53,10,73,39,0,25,43,81,0,36,20,57,29,37,36,26,46,25,32,4,78,36,37,2,48,64,26,10,8,16,53,76,0,45,40,12,35
2024-03-01,53,33,73,18,79,77,0,67,20,22,74,25,50,10,88,36,0,20,72,82,0,33,29,49,27,37,34,23,37,23,31,4,75,27,45,2,48,63,26,10,7,23,51,70,0,42,36,14,33
2024-04-01,49,35,80,18,68,77,0,80,21,25,84,29,53,8,89,32,0,18,64,95,0,34,17,45,23,35,28,20,33,22,30,6,80,27,0,2,54,77,31,9,6,19,67,83,0,36,37,11,34
2024-05-01,49,32,88,17,65,67,0,61,21,22,73,33,50,8,71,34,0,20,47,74,0,32,28,59,22,31,34,22,38,26,28,4,83,24,35,2,46,81,27,9,7,22,46,75,0,43,36,13,35
2024-06-01,52,30,73,18,67,68,33,60,19,16,69,37,46,7,77,34,0,16,46,74,0,44,23,34,22,27,31,20,34,25,29,4,70,29,0,2,49,85,25,10,7,19,45,71,0,39,39,20,33
2024-07-01,53,33,88,18,69,77,16,70,22,29,77,36,50,8,78,37,0,19,47,76,0,34,29,36,28,29,31,23,36,27,31,4,71,25,22,2,49,79,26,9,7,20,42,79,0,37,40,11,35
2024-08-01,48,30,84,18,80,68,0,76,24,15,83,40,50,7,84,36,0,19,49,82,0,36,18,36,25,28,31,19,37,24,34,4,75,24,27,2,47,71,26,8,7,21,50,84,0,38,35,15,32
2024-09-01,48,32,81,15,65,70,20,70,23,17,85,34,48,8,80,32,0,16,47,76,0,49,25,50,24,30,29,19,35,26,29,4,71,22,25,2,43,69,25,7,6,14,64,73,0,30,31,27,30
2024-10-01,54,30,73,19,60,71,0,61,21,26,78,37,46,9,78,34,0,13,50,79,0,37,36,31,23,34,32,22,35,27,30,4,77,27,26,2,49,75,29,7,7,21,53,70,0,34,49,19,37
2024-11-01,51,32,78,18,68,65,0,59,25,0,82,35,47,8,89,32,0,14,62,87,0,41,36,0,20,29,32,23,38,24,32,5,73,24,29,2,50,71,31,8,6,22,49,69,0,36,43,21,31
2024-12-01,51,32,92,17,75,70,18,75,26,0,80,33,47,7,94,31,0,13,79,82,0,32,21,0,28,27,33,24,40,22,33,4,90,22,0,2,63,63,28,9,7,23,61,82,0,33,44,12,39
2025-01-01,56,35,95,21,73,69,0,75,25,24,83,43,45,8,73,35,0,18,49,74,0,33,14,0,21,31,35,20,39,29,33,4,69,26,22,2,53,58,26,8,7,21,54,81,0,35,46,11,52
2025-02-01,54,35,82,21,71,70,0,68,41,17,81,39,49,8,77,35,0,15,47,73,0,31,24,40,22,29,36,21,43,28,30,5,60,23,0,2,45,45,29,11,7,22,47,66,0,37,48,10,46
2025-03-01,47,34,76,22,75,67,0,63,25,25,75,38,50,7,94,34,0,13,68,88,0,31,19,0,18,26,34,23,41,30,29,4,68,24,0,2,56,51,28,10,7,20,49,68,0,34,40,12,38
2025-04-01,44,32,78,16,81,76,0,73,23,0,89,34,54,8,87,30,0,14,70,88,0,29,13,47,18,29,34,16,37,30,31,5,73,21,30,2,55,59,46,8,6,16,65,70,0,38,45,9,37
2025-05-01,44,32,85,19,68,71,0,56,21,18,84,31,59,8,75,31,0,15,49,73,0,32,20,0,23,24,32,22,42,30,30,4,77,20,26,2,46,52,39,10,7,19,50,70,0,41,50,14,37
2025-06-01,45,32,100,20,71,70,18,54,24,21,82,43,62,7,78,36,0,15,48,78,0,32,26,41,21,24,35,20,42,24,44,4,73,22,0,3,49,57,36,10,7,18,41,63,0,37,55,13,39
2025-07-01,51,35,97,17,66,68,19,68,22,25,82,37,56,8,76,36,0,14,51,74,0,32,17,32,23,24,34,22,35,29,36,4,70,24,31,3,50,52,32,10,6,21,43,73,0,35,58,16,40
2025-08-01,47,33,92,17,78,69,0,75,25,18,100,46,56,7,77,34,0,16,52,76,0,33,21,0,23,23,34,21,43,29,35,4,77,23,28,2,53,53,28,10,7,23,53,82,0,41,56,11,39
2025-09-01,44,31,85,18,72,67,0,60,25,0,87,37,51,7,79,33,0,13,51,75,0,31,26,40,18,21,31,18,35,31,31,4,69,22,0,2,45,48,38,9,7,20,55,70,0,36,47,9,31
2025-10-01,46,33,88,16,68,68,18,60,25,25,88,44,53,7,86,34,0,12,50,75,0,30,26,0,25,22,32,19,41,30,30,4,73,23,0,2,50,54,100,10,6,31,54,67,0,36,62,12,36
2025-11-01,53,36,99,17,64,68,7,64,50,12,85,38,57,7,100,33,100,12,60,84,7,33,22,20,21,23,34,18,40,25,36,4,81,20,17,2,60,52,66,9,5,19,49,73,1,40,60,9,34
